IGN,region,rank_rating,Combat_ability_1_casts,Combat_ability_1_casts/match,Combat_ability_1_casts/round,Combat_ability_2_casts,Combat_ability_2_casts/match,Combat_ability_2_casts/round,Combat_aces,Combat_acs,Combat_assists,Combat_assists/match,Combat_assists/round,Combat_clutch,Combat_clutches,Combat_clutches__1v1,Combat_clutches__1v2,Combat_clutches__1v3,Combat_clutches__1v4,Combat_clutches_lost__1v2,Combat_clutches_lost__1v3,Combat_clutches_lost__1v4,Combat_clutches_lost__1v5,Combat_damage,Combat_damage_delta_δ,Combat_damage_received,Combat_damage/match,Combat_damage/minute,Combat_damage/round,Combat_ddδ/round,Combat_dealt_bodyshots,Combat_dealt_headshots,Combat_dealt_legshots,Combat_deaths,Combat_deaths/match,Combat_deaths/round,Combat_defuses,Combat_disconnects,Combat_econ_rating,Combat_econ_rating/round,Combat_esr,Combat_first_bloods,Combat_first_bloods/match,Combat_first_bloods/round,Combat_first_deaths,Combat_first_deaths/round,Combat_flawless_rounds,Combat_grenade_casts,Combat_grenade_casts/match,Combat_grenade_casts/round,Combat_headshot,Combat_headshots,Combat_headshots/round,Combat_k/d_ratio,Combat_kad_ratio,Combat_kast,Combat_kda_ratio,Combat_kills,Combat_kills/match,Combat_kills/round,Combat_last_deaths,Combat_losses,Combat_matches_played,Combat_most_kills__match,Combat_multikills__1k,Combat_multikills__2k,Combat_multikills__3k,Combat_multikills__4k,Combat_multikills__5k,Combat_multikills__6k,Combat_mvps,Combat_plants,Combat_received_bodyshots,Combat_received_headshots,Combat_received_legshots,Combat_rounds_lost,Combat_rounds_played,Combat_rounds_survived,Combat_rounds_traded,Combat_rounds_won,Combat_score,Combat_score/match,Combat_suicides,Combat_team_aces,Combat_thrifty_rounds,Combat_ties,Combat_time_played,Combat_ultimate_casts,Combat_ultimate_casts/match,Combat_ultimate_casts/round,Combat_wins,Game_econ_rating/match,Game_matches_duration,Game_round_win,Game_rounds_duration,Game_win,Attack_acs,Attack_assists,Attack_assists/round,Attack_damage,Attack_damage_delta_δ,Attack_damage_received,Attack_damage/round,Attack_ddδ/round,Attack_deaths/round,Attack_esr,Attack_first_bloods,Attack_first_bloods/round,Attack_first_deaths,Attack_first_deaths/round,Attack_headshots,Attack_k/d_ratio,Attack_kast,Attack_kills,Attack_kills/round,Attack_plants/match,Attack_plants/round,Attack_round_win,Attack_rounds_lost,Attack_rounds_played,Attack_rounds_survived,Attack_rounds_traded,Attack_rounds_won,Attack_score,Defense_acs,Defense_assists,Defense_assists/round,Defense_damage,Defense_damage_delta_δ,Defense_damage_received,Defense_damage/round,Defense_ddδ/round,Defense_deaths,Defense_defuses/match,Defense_defuses/round,Defense_esr,Defense_first_bloods,Defense_first_bloods/round,Defense_first_deaths,Defense_first_deaths/round,Defense_headshots,Defense_k/d_ratio,Defense_kast,Defense_kills,Defense_kills/round,Defense_round_win,Defense_rounds_lost,Defense_rounds_played,Defense_rounds_survived,Defense_rounds_traded,Defense_rounds_won,Defense_score,Uncategorized_peak_rating,Uncategorized_performance_score,Uncategorized_rating
tiktok jitboyy#XGOD,ap,"1,028","1,826",12.17,0.6,"3,947",26.31,1.3,3,245.1,750,5.0,0.2,2.0%,62,34,20,7,1,56,75,67,25,"506,231","80,582","425,649","3,374.87",105.0,160.4,26,"3,609","2,453",309,"2,216",14.8,0.7,40,0,"9,814",3.1,0.58,355,2.37,0.1,261,0.1,138,"1,739",11.59,0.6,38.5%,"2,232",0.7,1.26,1.60,76.4%,1.43,"2,789",18.6,0.9,254,53,150,36,964,518,189,51,4,0,28,240,"4,224","1,841",457,"1,437","3,157",991,553,"1,720","773,629","5,158",7,28,358,1,80h,409,2.73,0.1,96,65,32m 08s,54.5%,01m 31s,64.0%,244.3,368,0.2,"252,032","36,244","215,788",159.4,23,"1,120",0.51,155,0.1,149,0.1,"1,168",1.26,75.8%,"1,406",0.9,1.60,0.2,52.1%,757,"1,581",489,297,824,"386,221",245.8,380,0.2,"254,199","44,338","209,861",161.3,28,"1,096",0.27,0.0,0.64,200,0.1,112,0.1,"1,064",1.26,77.1%,"1,385",0.9,56.9%,680,"1,576",502,256,896,"387,408","1,114",888,"1,028"
Glimpse of us#112,ap,"1,020",752,7.37,0.3,"2,968",29.10,1.4,7,298.2,492,4.8,0.2,2.3%,50,17,20,10,3,51,60,66,43,"432,073","130,120","301,953","4,236.01",123.3,196.8,59,"4,119","1,788",216,"1,602",15.7,0.7,33,0,"7,961",3.6,0.63,324,3.18,0.1,191,0.1,95,"1,037",10.17,0.5,29.2%,"1,659",0.8,1.44,1.75,76.8%,1.60,"2,310",22.6,1.1,230,34,102,38,655,415,182,61,7,0,51,90,"2,549","1,497",170,"1,007","2,196",674,314,"1,189","654,777","6,419",10,19,330,1,58h,267,2.62,0.1,67,78,34m 20s,54.1%,01m 35s,65.7%,297.1,242,0.2,"217,909","61,143","156,766",195.8,55,821,0.57,145,0.1,109,0.1,844,1.43,75.8%,"1,174",1.1,0.88,0.1,52.2%,532,"1,113",340,159,581,"330,713",299.2,246,0.2,"214,164","68,977","145,187",197.8,64,781,0.32,0.0,0.69,179,0.2,82,0.1,815,1.45,77.8%,"1,136",1.0,56.1%,475,"1,083",334,155,608,"324,064","1,030",967,"1,020"
Vinicius Junior#k1wsy,ap,"1,004","1,924",17.98,0.9,"2,791",26.08,1.2,2,253.6,595,5.6,0.3,2.2%,49,30,13,4,1,62,96,68,26,"376,666","85,495","291,171","3,520.24",106.8,167.6,38,"3,192","1,779",312,"1,519",14.2,0.7,42,0,"7,401",3.3,0.57,220,2.06,0.1,164,0.1,79,"1,172",10.95,0.5,33.7%,"1,582",0.7,1.35,1.74,76.4%,1.54,"2,046",19.1,0.9,269,39,107,38,709,413,128,29,1,1,25,119,"3,150","1,238",351,"1,020","2,247",757,358,"1,227","569,941","5,327",2,15,340,1,58h,328,3.07,0.1,67,69,32m 58s,54.6%,01m 34s,62.6%,260.2,270,0.2,"190,181","39,731","150,450",171.0,36,783,0.57,123,0.1,92,0.1,828,1.33,76.4%,"1,038",0.9,1.11,0.1,53.2%,520,"1,112",346,205,592,"289,313",247.2,325,0.3,"186,485","45,764","140,721",164.3,40,736,0.39,0.0,0.57,97,0.1,72,0.1,754,1.37,76.4%,"1,008",0.9,55.9%,500,"1,135",411,153,635,"280,628","1,004",920,"1,004"
AQG ZmjjKK 屹#AQUA,ap,"1,004","2,111",10.50,0.5,"4,222",21.00,1.0,8,269.1,884,4.4,0.2,1.6%,69,51,11,7,0,52,92,71,30,"744,877","136,033","608,844","3,705.86",111.9,174.6,32,"7,107","2,814",517,"3,175",15.8,0.7,63,0,"13,451",3.2,0.54,734,3.65,0.2,615,0.1,164,"1,688",8.40,0.4,27.0%,"2,473",0.6,1.26,1.54,73.5%,1.40,"4,001",19.9,0.9,265,79,201,36,"1,283",721,300,79,12,0,70,120,"5,619","2,691",582,"2,024","4,265","1,105",735,"2,241","1,147,742","5,710",9,37,402,2,110h,600,2.99,0.1,120,67,33m 07s,52.5%,01m 33s,59.7%,255.0,426,0.2,"347,164","26,569","320,595",164.5,13,"1,673",0.49,352,0.2,360,0.2,"1,218",1.11,71.1%,"1,849",0.9,0.60,0.1,48.5%,"1,087","2,110",445,399,"1,023","538,068",282.9,457,0.2,"397,713","109,464","288,249",184.6,51,"1,502",0.31,0.0,0.60,382,0.2,255,0.1,"1,255",1.43,75.8%,"2,152",1.0,56.5%,937,"2,155",660,336,"1,218","609,674","1,011",881,"1,004"
14y old PeGasus#2010,ap,"1,002","2,859",9.44,0.4,"11,459",37.82,1.8,11,255.4,"1,726",5.7,0.3,2.3%,149,85,49,10,2,167,186,166,76,"1,058,072","116,041","942,031","3,491.99",101.0,163.2,18,"12,031","4,652","1,358","4,785",15.8,0.7,112,0,"20,849",3.2,0.56,915,3.02,0.1,707,0.1,245,"3,903",12.88,0.6,25.8%,"3,987",0.6,1.22,1.58,74.3%,1.40,"5,835",19.3,0.9,637,118,303,42,"2,033","1,023",423,103,15,0,90,181,"9,935","4,033","1,260","3,071","6,483","2,007","1,034","3,412","1,656,062","5,466",28,44,860,1,174h,802,2.65,0.1,184,69,34m 34s,52.6%,01m 36s,60.7%,250.7,858,0.3,"512,026","24,637","487,389",159.1,8,"2,466",0.51,415,0.1,400,0.1,"2,019",1.15,72.9%,"2,828",0.9,0.60,0.1,50.0%,"1,608","3,218",908,584,"1,610","806,753",260.1,864,0.3,"546,046","91,404","454,642",167.2,28,"2,319",0.37,0.0,0.62,500,0.2,307,0.1,"1,968",1.30,75.7%,"3,007",0.9,55.2%,"1,463","3,265","1,099",450,"1,802","849,309","1,015",851,"1,002"
DRX Flicker#V S,ap,"1,002","2,755",11.20,0.5,"5,709",23.21,1.1,11,236.5,939,3.8,0.2,1.8%,95,53,30,9,1,103,136,123,49,"801,723","58,479","743,244","3,259.04",94.3,151.0,11,"9,370","3,683",833,"3,952",16.1,0.7,70,0,"14,775",2.8,0.53,868,3.53,0.2,766,0.1,198,"2,954",12.01,0.6,26.5%,"3,012",0.6,1.11,1.35,70.5%,1.23,"4,400",17.9,0.8,439,102,246,42,"1,606",786,291,69,15,0,41,113,"7,422","3,265",929,"2,501","5,308","1,368",858,"2,807","1,255,446","5,103",4,40,520,1,141h,612,2.49,0.1,143,60,34m 34s,52.9%,01m 36s,58.1%,229.9,479,0.2,"381,475","1,052","380,423",145.9,0,"2,040",0.50,415,0.2,415,0.2,"1,542",1.03,70.2%,"2,097",0.8,0.46,0.0,52.4%,"1,244","2,614",581,519,"1,370","600,929",243.0,459,0.2,"420,248","57,427","362,821",156.0,21,"1,912",0.28,0.0,0.56,453,0.2,351,0.1,"1,470",1.21,70.8%,"2,305",0.9,53.3%,"1,257","2,694",787,339,"1,437","654,517","1,002",690,"1,002"
Scooby dooby doo#wheru,ap,984,"3,283",13.68,0.6,"5,382",22.43,1.1,15,277.5,"1,050",4.4,0.2,3.3%,167,76,62,17,8,115,203,170,102,"923,865","266,889","656,976","3,849.44",118.1,182.0,53,"6,221","4,690",389,"3,433",14.3,0.7,111,0,"17,553",3.5,0.63,676,2.82,0.1,405,0.1,218,"2,906",12.11,0.6,41.5%,"4,273",0.8,1.49,1.80,76.3%,1.64,"5,119",21.3,1.0,627,89,240,40,"1,495",928,391,129,16,0,90,315,"6,226","2,879",646,"2,383","5,077","1,663",787,"2,694","1,409,041","5,871",2,29,594,1,130h,733,3.05,0.1,150,73,32m 36s,53.1%,01m 32s,62.5%,273.1,534,0.2,"444,884","105,727","339,157",178.5,42,"1,777",0.57,315,0.1,242,0.1,"2,139",1.38,75.4%,"2,449",1.0,1.31,0.1,48.6%,"1,281","2,492",726,422,"1,211","680,627",281.8,516,0.2,"478,981","161,162","317,819",185.3,62,"1,656",0.46,0.0,0.69,361,0.1,163,0.1,"2,134",1.61,77.2%,"2,671",1.0,57.4%,"1,102","2,585",937,365,"1,483","728,414","1,239",945,984
bme 9#ddddd,ap,981,"1,807",10.39,0.5,"3,754",21.57,1.0,13,260.9,764,4.4,0.2,2.1%,78,40,25,8,2,69,98,96,53,"607,754","119,034","488,720","3,492.84",109.1,166.9,33,"6,700","2,587",545,"2,566",14.7,0.7,52,0,"11,881",3.3,0.58,475,2.73,0.1,345,0.1,140,"1,680",9.66,0.5,26.3%,"2,296",0.6,1.33,1.63,74.9%,1.48,"3,412",19.6,0.9,339,72,174,35,"1,097",598,253,71,13,2,43,107,"4,730","2,132",521,"1,705","3,642","1,111",573,"1,937","950,131","5,461",8,37,372,0,92h,440,2.53,0.1,102,68,32m 01s,53.2%,01m 31s,58.6%,250.8,361,0.2,"293,945","36,058","257,887",159.2,20,"1,339",0.52,213,0.1,200,0.1,"1,178",1.24,73.6%,"1,665",0.9,0.61,0.1,50.4%,915,"1,846",525,328,931,"462,890",271.3,402,0.2,"313,809","82,976","230,833",174.7,46,"1,227",0.30,0.0,0.64,262,0.1,145,0.1,"1,118",1.42,76.3%,"1,748",1.0,56.0%,790,"1,796",586,245,"1,006","487,241","1,181",898,981
NFX Yowamu#486z,ap,973,"1,677",10.75,0.5,"3,647",23.38,1.1,4,237.9,781,5.0,0.2,1.2%,41,26,8,4,2,41,61,68,30,"530,079","33,216","496,863","3,397.94",98.2,157.5,10,"5,608","2,325",520,"2,653",17.0,0.8,35,0,"9,406",2.8,0.55,506,3.24,0.2,420,0.1,117,"1,682",10.78,0.5,27.5%,"1,934",0.6,1.03,1.32,71.4%,1.18,"2,734",17.5,0.8,225,61,156,33,"1,009",531,167,32,7,0,27,81,"5,003","2,185",435,"1,620","3,366",760,581,"1,746","800,817","5,133",11,26,371,0,89h,443,2.84,0.1,95,60,34m 36s,51.9%,01m 36s,60.9%,233.1,386,0.2,"260,100","3,183","256,917",154.6,2,"1,376",0.50,236,0.1,238,0.1,983,0.96,70.6%,"1,324",0.8,0.52,0.0,49.5%,849,"1,682",333,319,833,"392,085",242.7,392,0.2,"269,979","30,033","239,946",160.3,18,"1,277",0.22,0.0,0.60,270,0.2,182,0.1,951,1.10,72.2%,"1,411",0.8,54.2%,771,"1,684",427,262,913,"408,732","1,013",708,973
鑑明者塵垢弗能埋#VGOD,ap,972,"2,968",11.29,0.5,"6,118",23.26,1.1,13,251.3,"1,104",4.2,0.2,1.6%,92,44,30,15,3,89,133,133,64,"935,465","175,922","759,543","3,556.90",105.6,166.0,31,"7,135","4,401",605,"4,007",15.2,0.7,95,0,"17,380",3.1,0.58,760,2.89,0.1,547,0.1,183,"3,165",12.03,0.6,36.2%,"4,033",0.7,1.27,1.54,73.7%,1.40,"5,076",19.3,0.9,458,111,263,34,"1,768",904,346,93,18,0,59,187,"7,842","3,183",728,"2,674","5,637","1,685",930,"2,963","1,416,828","5,387",8,47,153,2,147h,830,3.16,0.1,150,66,33m 41s,52.6%,01m 34s,57.0%,245.9,495,0.2,"453,401","64,906","388,495",161.8,23,"2,039",0.56,358,0.1,276,0.1,"1,998",1.21,72.8%,"2,468",0.9,0.71,0.1,49.8%,"1,407","2,803",793,503,"1,396","689,189",256.8,608,0.2,"482,064","111,016","371,048",170.1,39,"1,968",0.36,0.0,0.60,402,0.1,271,0.1,"2,035",1.33,74.6%,"2,608",0.9,55.3%,"1,267","2,834",892,427,"1,567","727,639",972,863,972
Inugami Korone#nari,ap,971,"5,164",24.24,1.1,"2,810",13.19,0.6,3,210.2,"1,146",5.4,0.3,2.3%,104,58,28,17,1,112,141,134,77,"620,379","20,026","600,353","2,912.58",87.6,135.9,4,"6,100","2,684",535,"3,199",15.0,0.7,81,0,"11,531",2.5,0.50,358,1.68,0.1,351,0.1,143,"2,905",13.64,0.6,28.8%,"2,370",0.5,1.09,1.45,72.8%,1.27,"3,479",16.3,0.8,496,82,213,31,"1,340",638,211,50,6,0,17,308,"5,286","2,745",402,"2,139","4,564","1,369",774,"2,425","959,347","4,504",2,26,287,1,118h,571,2.68,0.1,130,54,33m 14s,53.1%,01m 33s,61.0%,209.9,531,0.2,"307,210","-1,410","308,620",135.3,-1,"1,629",0.46,159,0.1,183,0.1,"1,155",1.06,73.0%,"1,732",0.8,1.45,0.1,50.5%,"1,125","2,271",644,445,"1,146","476,634",210.5,613,0.3,"313,169","21,436","291,733",136.6,9,"1,570",0.38,0.0,0.54,199,0.1,168,0.1,"1,215",1.11,72.6%,"1,747",0.8,55.8%,"1,014","2,293",725,329,"1,279","482,713","1,017",647,971
FANCY Crus#Kmy,ap,967,"2,094",13.34,0.6,"4,746",30.23,1.4,7,204.2,888,5.7,0.3,3.3%,111,63,38,5,5,107,148,115,49,"462,011","59,897","402,114","2,942.75",86.7,139.2,18,"3,264","2,119",206,"2,165",13.8,0.7,62,0,"9,531",2.9,0.54,185,1.18,0.1,159,0.0,138,"2,249",14.32,0.7,37.9%,"1,944",0.6,1.12,1.53,74.7%,1.33,"2,434",15.5,0.7,461,62,157,31,"1,018",459,121,25,7,0,9,358,"3,899","1,756",280,"1,566","3,318","1,200",442,"1,752","677,599","4,316",3,31,263,1,88h,346,2.20,0.1,94,61,33m 57s,52.8%,01m 36s,59.9%,202.2,419,0.3,"222,240","24,011","198,229",137.2,15,"1,069",0.49,81,0.1,84,0.1,964,1.11,74.4%,"1,188",0.7,2.28,0.2,52.8%,765,"1,620",572,224,855,"327,569",206.1,467,0.3,"239,771","35,886","203,885",141.2,21,"1,096",0.39,0.0,0.58,104,0.1,75,0.0,980,1.14,74.9%,"1,246",0.7,52.8%,801,"1,698",628,218,897,"350,030",999,713,967
Leonel Messi#JKs,ap,966,"3,806",14.81,0.7,"6,389",24.86,1.2,14,265.6,"1,129",4.4,0.2,2.1%,115,62,36,11,6,77,116,130,46,"929,352","168,037","761,315","3,616.16",110.8,171.1,31,"7,592","4,148",572,"4,027",15.7,0.7,89,0,"16,954",3.1,0.58,907,3.53,0.2,649,0.1,192,"3,094",12.04,0.6,33.7%,"3,740",0.7,1.28,1.56,74.4%,1.42,"5,152",20.0,0.9,416,105,257,39,"1,646",914,366,116,22,1,79,185,"7,467","3,277",859,"2,569","5,432","1,439",990,"2,863","1,442,724","5,614",7,43,502,1,139h,745,2.90,0.1,151,66,32m 38s,52.7%,01m 32s,58.8%,254.6,550,0.2,"449,717","50,887","398,830",164.3,19,"2,088",0.51,407,0.1,390,0.1,"1,964",1.19,73.0%,"2,488",0.9,0.72,0.1,51.1%,"1,338","2,738",668,583,"1,400","697,216",276.7,576,0.2,"479,635","117,150","362,485",178.0,43,"1,939",0.35,0.0,0.66,500,0.2,259,0.1,"1,776",1.37,75.8%,"2,664",1.0,54.3%,"1,231","2,694",771,407,"1,463","745,508","1,041",892,966
Kyra#0613,ap,961,"1,919",12.38,0.6,"3,615",23.32,1.1,3,242.6,837,5.4,0.3,1.2%,40,16,19,4,0,58,70,53,29,"494,739","22,976","471,763","3,191.86",94.0,150.1,7,"9,922","2,364","1,298","2,479",16.0,0.8,35,0,"8,622",2.6,0.53,465,3.00,0.1,413,0.1,116,"1,602",10.34,0.5,17.4%,"1,720",0.5,1.12,1.46,72.7%,1.29,"2,781",17.9,0.8,226,66,155,33,"1,008",500,185,48,4,1,36,122,"5,379","1,966",817,"1,570","3,297",843,590,"1,727","799,794","5,160",4,27,559,2,87h,416,2.68,0.1,87,56,33m 57s,52.4%,01m 35s,56.1%,242.1,412,0.2,"248,080","6,506","241,574",150.5,4,"1,285",0.51,241,0.1,235,0.1,870,1.07,72.1%,"1,374",0.8,0.79,0.1,51.3%,802,"1,648",375,323,846,"398,982",243.1,423,0.3,"246,659","16,470","230,189",149.6,10,"1,194",0.23,0.0,0.56,224,0.1,178,0.1,850,1.18,73.3%,"1,407",0.9,53.4%,768,"1,649",468,267,881,"400,812","1,025",750,961
T1 UT FATUM#2006,ap,959,"1,720",12.29,0.6,"2,429",17.35,0.8,9,246.5,600,4.3,0.2,1.6%,49,23,15,10,1,45,79,53,29,"496,125","65,787","430,338","3,543.75",105.4,164.0,22,"3,498","2,407",238,"2,282",16.3,0.8,32,0,"8,807",2.9,0.53,386,2.76,0.1,342,0.1,113,"1,671",11.94,0.6,39.2%,"2,241",0.7,1.16,1.42,71.7%,1.29,"2,640",18.9,0.9,226,57,140,34,913,470,188,42,11,0,36,58,"4,457","1,785",346,"1,445","3,026",759,551,"1,581","745,889","5,328",4,25,294,1,78h,389,2.78,0.1,82,63,33m 36s,52.2%,01m 33s,58.6%,246.9,278,0.2,"247,139","25,325","221,814",162.4,17,"1,182",0.51,205,0.1,198,0.1,"1,134",1.12,70.3%,"1,328",0.9,0.41,0.0,50.5%,753,"1,522",350,285,769,"375,827",246.1,319,0.2,"248,986","40,462","208,524",165.5,27,"1,100",0.23,0.0,0.56,181,0.1,144,0.1,"1,107",1.19,73.1%,"1,312",0.9,54.0%,692,"1,504",409,266,812,"370,062","1,110",779,959
donk999#9999,ap,951,"7,140",14.72,0.7,"10,216",21.06,1.0,23,247.0,"1,917",4.0,0.2,2.0%,208,124,56,18,6,262,373,341,168,"1,697,220","287,692","1,409,528","3,499.42",107.4,162.6,28,"14,102","8,160","1,038","7,482",15.4,0.7,188,0,"30,565",2.9,0.56,"1,511",3.12,0.1,"1,210",0.1,420,"7,385",15.23,0.7,35.0%,"7,280",0.7,1.23,1.48,71.6%,1.36,"9,191",19.0,0.9,"1,200",215,485,37,"3,189","1,657",650,154,22,2,110,396,"13,955","5,996","1,424","5,095","10,436","2,964","1,498","5,341","2,577,405","5,314",0,75,756,2,263h,"1,436",2.96,0.1,268,63,32m 34s,51.2%,01m 30s,55.3%,243.9,954,0.2,"834,227","98,984","735,243",159.6,19,"3,887",0.49,644,0.1,675,0.1,"3,755",1.16,69.9%,"4,519",0.9,0.82,0.1,48.3%,"2,704","5,227","1,344",833,"2,523","1,274,762",250.1,960,0.2,"862,993","188,708","674,285",165.7,36,"3,595",0.39,0.0,0.62,867,0.2,535,0.1,"3,525",1.30,73.3%,"4,672",0.9,54.1%,"2,391","5,209","1,620",665,"2,818","1,302,643","1,153",773,951
FUT UMBREON#wayne,ap,949,"2,642",11.95,0.6,"5,519",24.97,1.2,11,247.5,"1,306",5.9,0.3,2.0%,93,54,25,10,2,71,103,111,50,"741,790","84,648","657,142","3,356.52",104.4,158.8,18,"8,006","3,396",557,"3,488",15.8,0.7,73,0,"13,803",3.0,0.54,580,2.62,0.1,488,0.1,184,"2,248",10.17,0.5,28.4%,"2,794",0.6,1.17,1.55,75.2%,1.36,"4,090",18.5,0.9,375,85,221,34,"1,384",733,283,79,15,0,53,203,"6,405","2,906",542,"2,206","4,670","1,255",946,"2,464","1,155,677","5,229",8,41,533,0,118h,538,2.43,0.1,136,62,32m 09s,52.8%,01m 31s,61.5%,233.0,671,0.3,"342,005","13,183","328,822",149.4,6,"1,733",0.47,247,0.1,279,0.1,"1,335",1.08,74.4%,"1,880",0.8,0.92,0.1,50.9%,"1,123","2,289",596,530,"1,166","533,426",261.3,633,0.3,"399,785","71,465","328,320",167.9,30,"1,755",0.33,0.0,0.61,333,0.1,209,0.1,"1,459",1.26,75.9%,"2,210",0.9,54.5%,"1,083","2,381",659,416,"1,298","622,251","1,050",852,949
